accuracy,precision,recall,f1,auc,brier,tp,tn,fp,fn,C
0.7009285714285715,0.7171530029334569,0.6635714285714286,0.6893225495288269,0.7638842448979591,0.2010530517209423,4645,5168,1832,2355,0.01
0.7174285714285714,0.7366293532338308,0.6768571428571428,0.7054794520547946,0.7819735714285714,0.19345967865785096,4738,5306,1694,2262,0.1
0.7205714285714285,0.7406483790523691,0.6788571428571428,0.7084078711985687,0.784064775510204,0.19233013288346054,4752,5336,1664,2248,1.0
0.7205714285714285,0.7407234175241659,0.6787142857142857,0.7083643954077828,0.7842773265306122,0.1922123615615799,4751,5337,1663,2249,10.0
0.7207142857142858,0.7408793264733395,0.6788571428571428,0.7085134933651409,0.7842985918367347,0.1922005198841813,4752,5338,1662,2248,100.0
