accuracy,precision,recall,f1,auc,brier,tp,tn,fp,fn,strategy,train_n
0.7205714285714285,0.7406483790523691,0.6788571428571428,0.7084078711985687,0.784064775510204,0.19233013288346054,4752,5336,1664,2248,Default,56000
0.7198571428571429,0.7394212818917237,0.679,0.7079237414358058,0.7840627755102041,0.1923232323385655,4753,5325,1675,2247,SMOTE,56042
0.7202142857142857,0.7399968861902537,0.679,0.7081874394695671,0.7840823673469388,0.19231617327778447,4753,5330,1670,2247,ADASYN,56042
